Number,GivenName,Surname,Gender,StreetAddress,City,StateFull,ZipCode,TelephoneNumber,Age,Company,Latitude,Longitude
169,Anna,Cunha,female,"Passagem Primeiro de Maio 1234",Belém,Pará,66615-280,"(91) 9322-7924",42,Veramons,-1.259648,-48.483411
170,Amanda,Dias,female,"Praça Coronel Raphael de Moura Campos 441",Botucatu,"São Paulo",18600-430,"(14) 7833-9619",43,"Alpha Beta",-22.807595,-48.609463
171,Maria,Azevedo,female,"Rua dos Canários 1747",Americana,"São Paulo",13467-300,"(19) 2292-5275",29,Playworld,-22.767131,-47.207419
172,Eduardo,Carvalho,male,"Rua Manoel Batista 1086","São Roque","São Paulo",18135-620,"(11) 8224-8738",35,Flexus,-23.533347,-47.140419
173,Vitória,Barbosa,female,"Rua Luiz Ramazini 1660",Leme,"São Paulo",13611-018,"(19) 4618-8090",26,"Boston Sea Party",-22.117702,-47.286153
174,Gabriela,Castro,female,"Rua Jaspe 397",Guarapari,"Espírito Santo",29222-200,"(27) 2629-4082",42,"The Spotted Cougar",-20.654074,-40.602622
175,Leila,Dias,female,"Rua José Fiorotto 819",Birigüi,"São Paulo",16200-254,"(18) 4215-8848",21,"Star Merchant Services",-21.335495,-50.318669
176,Anna,Santos,female,"Quadra Quadra 8 Bloco 17 1492",Sobradinho,"Distrito Federal",73005-517,"(61) 6701-3978",29,CompuAdd,-29.370463,-53.127485
177,Danilo,Araujo,male,"Favela do Rio Sá Catarina de Moraes 257","São Vicente","São Paulo",11390-650,"(11) 2040-5317",27,"Castro Convertibles",-23.896042,-46.430831
178,Thiago,Gomes,male,"Rua Doutor Francisco de Paula Moreira Barbosa 1701",Itapira,"São Paulo",13974-390,"(19) 9141-9328",43,Silverwoods,-22.466812,-46.862822
179,Thaís,Rodrigues,female,"Rua A 673",Salvador,Bahia,41181-100,"(71) 9223-8543",38,"Mr Fables",-12.935567,-38.390001
180,Luana,Carvalho,female,"Rua Nossa Senhora de Nazaré 910",Itaguaí,"Rio de Janeiro",23840-220,"(21) 7116-5566",34,"Gene Walter's Marketplace",-22.919316,-43.742037
181,Ana,Barbosa,female,"Rua Francisco Gonçalves Correia 833","Nova Iguaçu","Rio de Janeiro",26041-590,"(21) 3748-2951",23,"Exact Solutions",-22.746956,-43.450925
182,Leila,Cavalcanti,female,"Rua Miguel Veríssimo 1464",Uberaba,"Minas Gerais",38031-140,"(34) 3964-4683",34,"Pay 'N Pak",-19.48363,-48.003603
183,Letícia,Fernandes,female,"Vila Sônia 739",Fortaleza,Ceará,60325-840,"(85) 7181-8821",41,"County Market",-3.655976,-38.574171
184,Vitória,Lima,female,"Rua Alexandre Muassab 359",Pindamonhangaba,"São Paulo",12401-380,"(12) 7147-5574",29,"Avant Garde Interior Designs",-22.976789,-45.510045
185,Douglas,Araujo,male,"Rua Acre 1436","Rio de Janeiro","Rio de Janeiro",20081-000,"(21) 2146-3739",22,"Casual Corner",-23.009635,-43.314471
186,Isabella,Gomes,female,"Travessa Monte Alto 1112",Itabuna,Bahia,45603-450,"(73) 4728-5763",40,"Baltimore Markets",-14.937566,-39.363451
187,Sophia,Almeida,female,"Rua Bartolomeu Gusmão 1795",Bagé,"Rio Grande do Sul",96422-390,"(53) 2372-3722",21,"Fradkin Brothers Furniture",-31.304635,-53.941154
188,Lara,Lima,female,"Rua Anicuns 1868",Goiânia,Goiás,74425-595,"(62) 3470-5612",19,Huyler's,-16.666515,-49.185204
189,Isabela,Alves,female,"Rua Tupinambás 224",Jacareí,"São Paulo",12305-240,"(12) 4144-4705",27,"Strategy Planner",-23.384493,-46.03436
190,Isabela,Araujo,female,"Viela José de Anchieta 278","Mogi das Cruzes","São Paulo",08720-040,"(11) 7909-4016",45,"Helping Hand",-23.542692,-46.143037
191,Marina,Fernandes,female,"Avenida Brigadeiro Luís Antônio 911","São Paulo","São Paulo",01318-000,"(11) 8894-8540",22,"Starship Tapes & Records",-23.529499,-46.552088
192,Carolina,Cavalcanti,female,"Rua Sion 613","São Paulo","São Paulo",02441-070,"(11) 4558-8763",22,Mikrotechnic,-23.716134,-46.700656
193,Julieta,Fernandes,female,"Rua Gervásio Basílio Nunes 1184",Londrina,Paraná,86081-188,"(43) 3938-5748",45,Adaptas,-23.596926,-51.111038
194,Marisa,Castro,female,"Rua Mário Ramona 1131",Queimados,"Rio de Janeiro",26387-340,"(21) 8101-2698",29,"Market Basket",-22.813211,-43.536487
195,Gabrielle,Almeida,female,"Rua Professor Gil Lemos 1990","Belo Horizonte","Minas Gerais",30672-570,"(31) 2430-3632",34,"Cal Stereo",-19.957048,-43.905109
196,Livia,Alves,female,"Rua Manoel Francisco da Silva 1348",Campinas,"São Paulo",13059-656,"(19) 5118-7111",26,Musicland,-22.80933,-47.001762
197,Sophia,Pereira,female,"Avenida Onze de Agosto 860",Valinhos,"São Paulo",13276-130,"(19) 8274-8863",41,"Murray's Discount Auto Stores",-22.954765,-46.919672
198,Leila,Sousa,female,"Rua São Lucas 1606","Três Rios","Rio de Janeiro",25808-300,"(24) 6760-5015",45,McDade's,-22.043154,-43.115618
199,Ana,Barros,female,"Rua Pisces Austrinos 942",Joinville,"Santa Catarina",89226-576,"(47) 8063-3685",45,"Integra Design",-26.260561,-48.946464
200,Nicole,Azevedo,female,"Rua Jordão Ramalho 273","São Paulo","São Paulo",02806-110,"(11) 8736-7182",27,Erlebacher's,-23.535883,-46.620833
201,Giovanna,Correia,female,"Rua dos Rodrigues 657",Araguaína,Tocantins,77828-400,"(63) 5053-3163",32,"Karl's Shoes",-7.345165,-48.62842
202,Ágatha,Pereira,female,"Avenida Hitalo Ros 249",Araxá,"Minas Gerais",38181-419,"(34) 7937-4546",23,"Camelot Music",-19.696298,-47.012896
203,Larissa,Fernandes,female,"Rua da Juventude 1877",Guarulhos,"São Paulo",07124-460,"(11) 7936-6993",18,"The Spotted Cougar",-23.392773,-46.515911
204,Laura,Melo,female,"Rua Clapp 844","São João de Meriti","Rio de Janeiro",25586-050,"(21) 6985-8692",45,"Sports Unlimited",-22.845978,-43.367716
205,Luiz,Correia,male,"Condomínio Las Brisas 1775","São Luís",Maranhão,65061-580,"(98) 5787-4569",26,"County Seat",-2.601242,-44.262789
206,Gustavo,Castro,male,"Rua Santa Bárbara 1546",Diadema,"São Paulo",09941-270,"(11) 3477-7823",35,"Better Business Ideas and Services",-23.703574,-46.572572
207,Alice,Silva,female,"Rua Lavras 1426",Serra,"Espírito Santo",29164-515,"(27) 6269-5933",23,Furrow's,-20.195098,-40.234212
208,Emily,Cavalcanti,female,"Rua Renato de Ávila 1284",Blumenau,"Santa Catarina",89057-490,"(47) 5875-9440",19,"Lechters Housewares",-26.868927,-49.162661
209,Matilde,Cavalcanti,female,"Rua Genésio Leite 1266",Quatis,"Rio de Janeiro",27430-140,"(24) 2718-5329",34,"Pacific Stereo",-22.266658,-44.237711
210,Lara,Goncalves,female,"Rua Joaquim Moreira da Costa 1919",Arapiraca,Alagoas,57307-380,"(82) 7419-7797",31,"Big Star Markets",-9.726774,-36.552476
211,Ana,Cardoso,female,"Rua Fiscal José Evaristo 1996","Palmeira dos Índios",Alagoas,57602-690,"(82) 6878-8869",20,"La Petite Boulangerie",-9.474569,-36.514711
212,Rebeca,Barros,female,"Rua General Pereira de Berredo 174","São Paulo","São Paulo",08121-260,"(11) 9034-6054",18,"Omni Tech Solutions",-23.647142,-46.73057
213,Luis,Cunha,male,"Rua 5 629",Goiânia,Goiás,74870-360,"(62) 6538-2084",21,"Our Own Hardware",-16.644132,-49.226779
214,Júlia,Oliveira,female,"Praça Levi A. Leão 214",Itaúna,"Minas Gerais",35680-102,"(37) 4983-4160",42,"Alert Alarm Company",-19.991166,-44.680651
215,Ana,Barbosa,female,"Rua Um 827","São João Del Rei","Minas Gerais",36302-678,"(32) 7705-3019",44,"Universal Design Partners",-21.326683,-44.316676
216,Fábio,Araujo,male,"Rua Vinte e Seis 1302",Cariacica,"Espírito Santo",29140-853,"(27) 3865-9903",28,"KB Toys",-20.274459,-40.394831
217,Matilde,Rodrigues,female,"Rua C-046 96","Aparecida de Goiânia",Goiás,74960-260,"(62) 7202-8278",38,"Mr. AG's",-16.882363,-49.177271
218,Alice,Rodrigues,female,"Praça Carlos Drumond de Andrade 1542","Belo Horizonte","Minas Gerais",30350-820,"(31) 6124-3949",36,"Hugh M. Woods",-19.972792,-43.964633
219,Gabrielle,Rodrigues,female,"Travessa Celina Silva 1678",Fortaleza,Ceará,60351-833,"(85) 7765-3017",40,"The High Heelers",-3.707347,-38.498028
220,Gabrielly,Pinto,female,"Rua José Cassola Soles 1101",Botucatu,"São Paulo",18608-836,"(14) 5817-9270",38,Ejecta,-22.814745,-48.484404
221,Sophia,Goncalves,female,"Travessa 20 974",Manaus,Amazonas,69095-163,"(92) 9070-8368",30,"K&G Distributors",-2.571173,-60.120992
222,Kauan,Correia,male,"Estrada Sorocaba 1372",Sorocaba,"São Paulo",18072-840,"(15) 9238-5897",40,Oshman's,-23.486467,-47.538067
223,Marina,Alves,female,"Rua Santa Engrácia 1669",Salvador,Bahia,41342-310,"(71) 3050-3896",18,"Strategy Planner",-12.816229,-38.550497
224,Camila,Ferreira,female,"Rua Doutor Eurícles Mota 295",Cuiabá,"Mato Grosso",78010-715,"(65) 8349-7105",39,"Magik Grey",-15.5073,-55.94051
225,Rafaela,Pereira,female,"Rua Quinze 233",Resende,"Rio de Janeiro",27530-380,"(24) 9358-9489",45,"Envirotecture Design",-22.474257,-44.495878
226,Ryan,Lima,male,"Rua Fernanda Ceravolo Fazzi 760","Poços de Caldas","Minas Gerais",37704-212,"(35) 4161-9424",27,"MVP Sports",-21.750958,-46.521818
227,Luís,Alves,male,"Rua 42 697",Manaus,Amazonas,69077-430,"(92) 2343-6753",22,"Electronic Geek",-2.579208,-60.168224
228,Vitór,Gomes,male,"Rua José de Abreu 1118",Leme,"São Paulo",13617-079,"(19) 3392-5452",19,"The Independent Planners",-22.134276,-47.41305
229,Camila,Rodrigues,female,"Rua Serra do Imeri 1388",Natal,"Rio Grande do Norte",59127-680,"(84) 9266-7077",22,"Kessel Food Market",-5.823953,-35.1516
230,Luis,Alves,male,"Alameda Itanhaém 1662","Santana de Parnaíba","São Paulo",06542-140,"(11) 8347-9744",27,"Rivera Property Maintenance",-23.494389,-46.893302
231,Ana,Dias,female,"Rua Romelândia 1567","São Paulo","São Paulo",03818-040,"(11) 5006-3441",28,Naturohair,-23.701853,-46.642732
232,Aline,Melo,female,"Rua Poté 741",Uberlândia,"Minas Gerais",38407-273,"(34) 6974-3226",18,"Dun Rite Lawn Maintenance",-19.045281,-48.405139
233,Murilo,Gomes,male,"Quadra Quadra 03 Bloco M 1723",Planaltina,"Distrito Federal",73350-313,"(61) 6918-8414",45,"Nelson Brothers",-15.694815,-47.704716
234,Camila,Almeida,female,"Rua João Martins dos Santos 781",Igarassu,Pernambuco,53640-660,"(81) 5182-6403",34,"Frame Scene",-7.88019,-34.927951
235,Danilo,Cunha,male,"Rua Julia Lópes de Almeida 1912","Rio de Janeiro","Rio de Janeiro",20080-060,"(21) 8300-4171",27,Chandler's,-22.998055,-43.324855
236,Sophia,Rocha,female,"Travessa C-3 1058",Contagem,"Minas Gerais",32310-300,"(31) 5433-7710",24,"Auto Palace",-19.793197,-44.155177
237,Brenda,Pereira,female,"Rua 11 1529",Maracanaú,Ceará,61901-350,"(85) 7895-9435",34,"One-Up Realty",-3.943743,-38.564496
238,Rafaela,Gomes,female,"Rua Antônio Simoes de Oliveira 51",Curitiba,Paraná,81920-240,"(41) 6173-3038",33,"Auto Works",-25.410816,-49.253528
239,Clara,Silva,female,"Rua Coronel Camisão 539","Campo Grande","Mato Grosso do Sul",79005-340,"(67) 3419-8438",41,"Spaceage Stereo",-21.033865,-54.179227
240,Luana,Alves,female,"Rua Boa Vista 1981","São Paulo","São Paulo",02324-190,"(11) 5944-8038",26,"Earthworks Garden Kare",-23.565263,-46.587993
241,Caio,Souza,male,"Rua Padeiro João Luiz 623",Petrolina,Pernambuco,56330-470,"(87) 3686-7380",45,Naugles,-9.126985,-40.490342
242,Luís,Cavalcanti,male,"Rua Otto Parucker 1138",Joinville,"Santa Catarina",89203-130,"(47) 2391-5985",42,Adapt,-26.245757,-49.081222
243,Enzo,Pinto,male,"Rua Monte Santo 367","Campina Grande",Paraíba,58102-115,"(83) 6198-3691",34,"Universo Realtors",-7.302849,-36.03816
244,Julian,Cunha,male,"Rua Padre Vicente Bertoni 916","Caxias do Sul","Rio Grande do Sul",95115-420,"(54) 7473-2669",23,"I. Magnin",-29.153675,-51.051955
245,Matilde,Melo,female,"Rua Guamiranga 1615","São Paulo","São Paulo",04220-020,"(11) 6161-6586",31,"Alladin Realty",-23.715159,-46.586607
246,Kaua,Oliveira,male,"Rua Rio Madeira 257",Manaus,Amazonas,69053-030,"(92) 6618-7919",37,"KB Toys",-2.600154,-60.20519
247,Kauã,Cardoso,male,"Rua Suez 1926","Santo André","São Paulo",09220-550,"(11) 9100-3899",22,Marianne,-23.772862,-46.494524
248,Carolina,Ribeiro,female,"Rua Sales Barbosa 353","Feira de Santana",Bahia,44010-340,"(75) 3149-3916",19,"Access Asia",-12.281419,-39.021023
249,Matilde,Santos,female,"Travessa Vitória 131","Rio de Janeiro","Rio de Janeiro",21932-430,"(21) 6105-9687",18,"National Shirt Shop",-22.987358,-43.254502
250,Melissa,Barbosa,female,"Praça Engenheiro Gabriel de Novais 432","Rio de Janeiro","Rio de Janeiro",21910-094,"(21) 6133-3366",36,"Farrell's Ice Cream Parlour",-22.993308,-43.371088
251,Enzo,Fernandes,male,"Rua Capitão José Cordeiro 1263",Birigüi,"São Paulo",16201-012,"(18) 6057-9663",24,"Mansmann's Department Store",-21.294679,-50.312798
252,Gabrielle,Costa,female,"Avenida A 18","Poços de Caldas","Minas Gerais",37710-050,"(35) 6999-3930",24,"Best Products",-21.696702,-46.448216
253,Luiz,Alves,male,"Rua Montevideu 808","São João de Meriti","Rio de Janeiro",25560-330,"(21) 2570-7914",31,"Bold Ideas",-22.820963,-43.366248
254,Rebeca,Costa,female,"Rua João Martins 1813",Botucatu,"São Paulo",18609-311,"(14) 2881-9182",26,Oshman's,-22.88623,-48.479978
255,Kauã,Goncalves,male,"Passagem Bragança 1741",Belém,Pará,66033-210,"(91) 2584-3110",45,"Infinity Investment Plan",-1.247816,-48.481149
256,Mateus,Pereira,male,"Vila Anirio Mattos 542",Petrópolis,"Rio de Janeiro",25610-140,"(24) 3575-6332",22,"Total Quality",-22.430617,-43.103866
257,Amanda,Oliveira,female,"Rua José Acosta Lopes 969",Bauru,"São Paulo",17053-835,"(14) 6450-8693",25,Sampson's,-22.284991,-49.12047
258,Marisa,Souza,female,"Rua Tonico Silva 1011","Passo Fundo","Rio Grande do Sul",99030-010,"(54) 3646-8392",31,"Life Map",-28.22929,-52.413544
259,Breno,Fernandes,male,"Rua Manuel Duarte 581",Nilópolis,"Rio de Janeiro",26525-720,"(21) 9289-7260",32,Evans,-22.840994,-43.399144
260,Thaís,Alves,female,"Rua Sete 1555","Várzea Grande","Mato Grosso",78155-702,"(65) 8766-2128",18,"Bugle Boy",-15.534911,-56.244017
261,Gabrielly,Fernandes,female,"Rua Isaltino Pedroso Athanagildo 1130",Sorocaba,"São Paulo",18077-397,"(15) 9944-4303",40,"Mission You",-23.557001,-47.429776
262,Camila,Cavalcanti,female,"Rua Pompeu Sobrinho 511","São Paulo","São Paulo",05141-020,"(11) 2853-2543",41,Kleinhans,-23.705472,-46.729906
263,Julieta,Goncalves,female,"Estrada São Roque 757","Feira de Santana",Bahia,44043-590,"(75) 2368-7177",22,Heilig-Meyers,-12.187725,-38.987097
264,Beatrice,Martins,female,"Rua Juan Bros 1898","São Paulo","São Paulo",05185-160,"(11) 6957-2235",33,"Pender's Food Stores",-23.669068,-46.619261
265,Emilly,Alves,female,"Rua J 34 248",Goiânia,Goiás,74673-520,"(62) 7415-2099",44,"Little Tavern",-16.594408,-49.245047
266,Anna,Correia,female,"2ª Travessa Alto do Morro 972","Jaboatão dos Guararapes",Pernambuco,54230-533,"(81) 4835-3974",18,"Custom Lawn Care",-8.143962,-34.997509
267,Maria,Almeida,female,"Rua Jornalista Oswaldo Rosenstock 1081",Joinville,"Santa Catarina",89208-420,"(47) 2968-3752",37,"Mission You",-26.174653,-48.953273
268,Ana,Melo,female,"4ª Travessa Mário Juruna 1299",Olinda,Pernambuco,53170-794,"(81) 8308-6240",24,"Omni Realty",-7.902239,-34.893839
269,Maria,Cavalcanti,female,"Rua Carlos Lacerda 391",Hortolândia,"São Paulo",13188-125,"(19) 3881-2135",27,"Skaggs-Alpha Beta",-22.79925,-47.222341
270,Bruna,Cunha,female,"Rua Saldanha da Gama 1743","São Paulo","São Paulo",04748-040,"(11) 6358-8115",27,"Formula Grey",-23.549533,-46.674057
271,Laura,Sousa,female,"Rua Beta 421","Ponta Grossa",Paraná,84035-570,"(42) 6661-7305",39,"Mr Fables",-25.120551,-50.056422
272,Júlio,Costa,male,"Rua Lino Seixas 307","São José do Rio Preto","São Paulo",15060-070,"(17) 6287-3198",45,Henry's,-20.858586,-49.343011
273,Vitória,Cardoso,female,"Rua João Galina 363",Itatiba,"São Paulo",13256-620,"(11) 8728-9275",18,Luria's,-23.042383,-46.820871
274,Camila,Martins,female,"Praça Professor José de Oliveira e Silva 1484","Nova Friburgo","Rio de Janeiro",28605-010,"(22) 6674-9637",39,Zantigo,-22.241231,-42.407311
275,Emily,Rocha,female,"Travessa Teotino Tibiriçá Pimenta 1314",Caraguatatuba,"São Paulo",11660-240,"(12) 2630-3380",26,"Matrix Architectural Service ",-23.659473,-45.405173
276,Vitor,Cavalcanti,male,"Rua dos Caçadores 1360","Santana de Parnaíba","São Paulo",06502-080,"(11) 5909-2536",36,"Multi Tech Development",-23.464359,-46.875327
277,Matilde,Almeida,female,"Rua Jaburu 1669",Araucária,Paraná,83706-400,"(41) 2710-2255",41,Nobil,-25.523722,-49.447026
278,Letícia,Barbosa,female,"Rua José Mourão 1607","Belo Horizonte","Minas Gerais",31910-470,"(31) 9353-7091",30,"Beasts of Beauty",-19.96616,-43.89851
279,Maria,Silva,female,"Alameda Denilson de Paula 590",Uberlândia,"Minas Gerais",38410-008,"(34) 5200-9286",40,"Rossi Auto Parts",-19.108898,-48.251598
280,Diego,Ribeiro,male,"Rua das Magnólias 786",Uberlândia,"Minas Gerais",38412-128,"(34) 4484-5418",38,"Oranges Records & Tapes",-19.115708,-48.410892
281,Ana,Lima,female,"Rua Itaipu 343",Cuiabá,"Mato Grosso",78050-310,"(65) 2240-6918",37,"Realty Solution",-15.465471,-55.967302
282,Rafaela,Almeida,female,"Rua Seara Vermelha 421",Salvador,Bahia,41620-170,"(71) 9874-5467",34,Strawberries,-12.927941,-38.425323
283,Luan,Almeida,male,"Quadra QR 305 557",Samambaia,"Distrito Federal",72305-300,"(61) 3499-3982",36,"Practi-Plan Mapping",-23.117113,-47.482505
284,Thiago,Barbosa,male,"Rua General Péricles 907",Mossoró,"Rio Grande do Norte",59625-060,"(84) 7899-6654",34,"Happy Bear Investment",-5.157478,-37.180114
285,Emilly,Araujo,female,"Rua Jerônimo Monteiro 934",Guarulhos,"São Paulo",07143-420,"(11) 8923-6426",45,Terra,-23.341047,-46.541464
286,Isabella,Correia,female,"Rua Vanice Barroso 1576","Porto Velho",Rondônia,78918-770,"(69) 7599-2948",41,"Shoe Town",-9.165452,-64.383809
287,Maria,Cavalcanti,female,"Rua Mandacaru 696",Juazeiro,Bahia,48907-040,"(74) 9097-3315",27,"Future Plan",-9.380335,-40.25479
288,Kaua,Santos,male,"Rua São José 639",Manaus,Amazonas,69039-714,"(92) 9002-6888",34,"E.J. Korvette",-2.565026,-60.186295
289,Ana,Alves,female,"Avenida Murilo Dantas 1558",Aracaju,Sergipe,49032-490,"(79) 9542-6293",32,"Red Food",-10.907672,-37.084346
290,Douglas,Melo,male,"Rua Sabiá 605",Carapicuíba,"São Paulo",06362-034,"(11) 2935-6899",38,"Harvest Foods",-23.553592,-46.939155
291,Júlia,Rodrigues,female,"Rua Cláudio Dias Rodgher 1784",Tupã,"São Paulo",17607-324,"(14) 9578-5389",28,Rickel,-21.987405,-50.532945
292,Murilo,Costa,male,"Rua Desembargador Otávio do Amaral 1298",Curitiba,Paraná,80730-400,"(41) 9348-7739",23,"Golden's Distributors",-25.539292,-49.274718
293,Laura,Rocha,female,"Rua Ibotirama 1565","Rio de Janeiro","Rio de Janeiro",21545-350,"(21) 3419-6675",39,"The Flying Bear",-22.913613,-43.286496
294,Julieta,Oliveira,female,"Rua Benedito da Luz Teodoro 965",Itapeva,"São Paulo",18402-103,"(15) 3564-5312",31,Erlebacher's,-23.900593,-48.804012
295,Letícia,Araujo,female,"Travessa Ricky Nelson 1641","Campo Grande","Mato Grosso do Sul",79085-113,"(67) 8023-8767",32,"Rose Records",-21.041833,-54.154528
296,Fernanda,Almeida,female,"Beco Conceição 1105",Manaus,Amazonas,69065-240,"(92) 4938-6715",42,"Price's Electronics",-2.61199,-60.072371
297,Bianca,Pinto,female,"Rua dos Bogaris 682","São Paulo","São Paulo",04047-020,"(11) 9020-9037",40,"Colonial Stores",-23.611885,-46.719902
298,Rodrigo,Almeida,male,"Rua Vicente Ascêncio 1583","São Paulo","São Paulo",04849-130,"(11) 2339-7427",36,"Disc Jockey",-23.594734,-46.629175
299,Julian,Carvalho,male,"Quadra CL 216 Bloco A 1865","Santa Maria","Distrito Federal",72546-221,"(61) 4886-2100",41,"Reliable Investments",-29.73673,-53.83531
300,Ana,Correia,female,"Rua Bandeirantes 1652",Araguaína,Tocantins,77814-290,"(63) 5929-8448",20,"Pace Membership Warehouse",-7.288052,-48.609712
301,Maria,Almeida,female,"Rua Alfredo Sílvio Coller 68",Colombo,Paraná,83405-350,"(41) 3209-6268",40,"Friendly Advice",-25.225379,-49.193262
302,Isabela,Ribeiro,female,"Rua Afonso Pena 1248",Cascavel,Paraná,85812-101,"(45) 4033-5605",24,GEX,-25.117374,-53.442221
303,Júlia,Santos,female,"Rua 120A 1093",Goiânia,Goiás,74085-460,"(62) 3674-7577",37,Nobil,-16.602802,-49.165757
304,Julia,Rodrigues,female,"Servidão Silveira 176",Florianópolis,"Santa Catarina",88034-335,"(48) 6194-3564",38,"Food Mart",-27.618775,-48.600862
305,Isabela,Correia,female,"Rua Noruega 126",Suzano,"São Paulo",08695-145,"(11) 2755-5650",34,"Geri's Hamburgers",-23.561802,-46.221026
306,Julieta,Cavalcanti,female,"Rua dos Carapós 242","São Paulo","São Paulo",04473-070,"(11) 5418-5604",31,"System Star",-23.621472,-46.730441
307,Rebeca,Santos,female,"Rua Profeta Oscarlina A 1888",Atibaia,"São Paulo",12952-210,"(11) 7356-7960",26,"Parade of Shoes",-23.133543,-46.634567
308,Kaua,Cavalcanti,male,"Viela Gentil Teixeira dos Santos 232",Santos,"São Paulo",11081-430,"(11) 3971-6047",32,"J. Riggings",-23.953263,-46.265769
309,Rebeca,Santos,female,"Rua Presidente Alves 329","São Paulo","São Paulo",04840-540,"(11) 4324-5174",30,"Stop N Shop",-23.713492,-46.713203
310,Anna,Santos,female,"Rua Antônio da Ponte 307",Osasco,"São Paulo",06180-230,"(11) 5592-8518",34,"Practi-Plan Mapping",-23.433648,-46.786698
311,Carolina,Cunha,female,"Travessa Dona Rosa da Fonseca 1686",Maceió,Alagoas,57010-135,"(82) 9443-7371",43,"Good Guys",-9.592587,-35.786608
312,Alice,Almeida,female,"Rua Luiz Francisco Gomes 1257",Curitiba,Paraná,82810-520,"(41) 9827-5761",25,"Sun Television and Appliances",-25.452275,-49.236308
